,,tollgate_id,time_window,direction,volume
2016-10-19,18:20:00,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,68.61
2016-10-19,18:40:00,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,65.87
2016-10-19,17:00:00,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,85.03
2016-10-19,17:20:00,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,87.69999999999999
2016-10-19,17:40:00,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,85.71
2016-10-19,18:00:00,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,67.73
2016-10-19,18:20:00,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,60.53
2016-10-19,18:40:00,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,70.13
2016-10-20,17:00:00,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,42.43000000000001
2016-10-20,17:20:00,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,38.625
2016-10-20,17:40:00,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,33.400000000000006
2016-10-20,18:00:00,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,29.075000000000003
2016-10-20,18:20:00,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,25.189999999999998
2016-10-20,18:40:00,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,22.939999999999998
2016-10-20,17:00:00,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,118.38999999999999
2016-10-20,17:20:00,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,105.05
2016-10-20,17:40:00,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,109.42999999999999
2016-10-20,18:00:00,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,74.51
2016-10-20,18:20:00,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,71.59
2016-10-20,18:40:00,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,72.01
2016-10-20,17:00:00,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,71.54
2016-10-20,17:20:00,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,68.75
2016-10-20,17:40:00,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,56.62
2016-10-20,18:00:00,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,54.809999999999995
2016-10-20,18:20:00,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,48.260000000000005
2016-10-20,18:40:00,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,40.73
2016-10-20,17:00:00,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,123.03
2016-10-20,17:20:00,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,124.35999999999999
2016-10-20,17:40:00,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,116.39999999999999
2016-10-20,18:00:00,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,85.48
2016-10-20,18:20:00,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,87.85
2016-10-20,18:40:00,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,74.84
2016-10-20,17:00:00,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,84.17999999999999
2016-10-20,17:20:00,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,89.04999999999998
2016-10-20,17:40:00,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,91.4
2016-10-20,18:00:00,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,69.9
2016-10-20,18:20:00,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,63.6
2016-10-20,18:40:00,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,70.00999999999999
2016-10-21,17:00:00,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,66.81000000000002
2016-10-21,17:20:00,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,62.12
2016-10-21,17:40:00,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,56.11999999999999
2016-10-21,18:00:00,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,48.89
2016-10-21,18:20:00,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,46.519999999999996
2016-10-21,18:40:00,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,41.65
2016-10-21,17:00:00,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,109.97999999999999
2016-10-21,17:20:00,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,111.27999999999999
2016-10-21,17:40:00,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,98.11999999999999
2016-10-21,18:00:00,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,72.0
2016-10-21,18:20:00,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,62.98
2016-10-21,18:40:00,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,60.559999999999995
2016-10-21,17:00:00,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,91.69
2016-10-21,17:20:00,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,86.77
2016-10-21,17:40:00,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,87.28999999999999
2016-10-21,18:00:00,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,68.72
2016-10-21,18:20:00,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,58.24
2016-10-21,18:40:00,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,52.489999999999995
2016-10-21,17:00:00,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,126.89000000000001
2016-10-21,17:20:00,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,128.45
2016-10-21,17:40:00,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,124.0
2016-10-21,18:00:00,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,94.67999999999999
2016-10-21,18:20:00,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,95.23000000000002
2016-10-21,18:40:00,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,77.21
2016-10-21,17:00:00,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,85.87
2016-10-21,17:20:00,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,90.05000000000001
2016-10-21,17:40:00,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,91.58
2016-10-21,18:00:00,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,70.88000000000001
2016-10-21,18:20:00,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,65.27
2016-10-21,18:40:00,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,63.309999999999995
2016-10-22,17:00:00,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,49.110000000000014
2016-10-22,17:20:00,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,50.184999999999995
2016-10-22,17:40:00,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,38.14
2016-10-22,18:00:00,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,34.545
2016-10-22,18:20:00,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,28.82
2016-10-22,18:40:00,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,26.430000000000003
2016-10-22,17:00:00,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,96.99
2016-10-22,17:20:00,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,106.1
2016-10-22,17:40:00,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,100.95
2016-10-22,18:00:00,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,72.79
2016-10-22,18:20:00,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,70.58
2016-10-22,18:40:00,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,58.38999999999999
2016-10-22,17:00:00,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,60.03
2016-10-22,17:20:00,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,63.769999999999996
2016-10-22,17:40:00,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,54.080000000000005
2016-10-22,18:00:00,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,50.59
2016-10-22,18:20:00,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,43.43
2016-10-22,18:40:00,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,40.31
2016-10-22,17:00:00,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,111.38999999999999
2016-10-22,17:20:00,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,106.98
2016-10-22,17:40:00,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,100.75
2016-10-22,18:00:00,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,82.79
2016-10-22,18:20:00,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,85.78
2016-10-22,18:40:00,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,77.46
2016-10-22,17:00:00,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,86.84
2016-10-22,17:20:00,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,90.21000000000001
2016-10-22,17:40:00,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,91.71000000000001
2016-10-22,18:00:00,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,69.5
2016-10-22,18:20:00,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,66.21
2016-10-22,18:40:00,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,61.09
2016-10-23,17:00:00,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,57.11000000000001
2016-10-23,17:20:00,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,53.31
2016-10-23,17:40:00,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,45.9
2016-10-23,18:00:00,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,42.480000000000004
2016-10-23,18:20:00,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,38.73
2016-10-23,18:40:00,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,35.33
2016-10-23,17:00:00,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,105.13000000000001
2016-10-23,17:20:00,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,106.63000000000001
2016-10-23,17:40:00,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,101.77
2016-10-23,18:00:00,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,72.57000000000002
2016-10-23,18:20:00,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,77.36000000000001
2016-10-23,18:40:00,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,64.42
2016-10-23,17:00:00,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,69.54
2016-10-23,17:20:00,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,59.115
2016-10-23,17:40:00,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,58.559999999999995
2016-10-23,18:00:00,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,47.145
2016-10-23,18:20:00,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,44.86000000000001
2016-10-23,18:40:00,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,40.4
2016-10-23,17:00:00,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,113.54000000000002
2016-10-23,17:20:00,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,109.13999999999999
2016-10-23,17:40:00,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,99.45
2016-10-23,18:00:00,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,74.67
2016-10-23,18:20:00,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,65.71
2016-10-23,18:40:00,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,58.18
2016-10-23,17:00:00,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,105.36
2016-10-23,17:20:00,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,107.28
2016-10-23,17:40:00,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,103.55000000000001
2016-10-23,18:00:00,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,86.06
2016-10-23,18:20:00,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,79.92
2016-10-23,18:40:00,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,72.62
2016-10-24,17:00:00,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,59.09
2016-10-24,17:20:00,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,36.615
2016-10-24,17:40:00,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,37.830000000000005
2016-10-24,18:00:00,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,30.174999999999997
2016-10-24,18:20:00,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,37.18
2016-10-24,18:40:00,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,35.83
2016-10-24,17:00:00,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,100.67
2016-10-24,17:20:00,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,114.46
2016-10-24,17:40:00,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,103.86999999999999
2016-10-24,18:00:00,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,68.46
2016-10-24,18:20:00,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,66.98
2016-10-24,18:40:00,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,62.07000000000001
2016-10-24,17:00:00,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,81.78
2016-10-24,17:20:00,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,69.17
2016-10-24,17:40:00,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,64.67
2016-10-24,18:00:00,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,61.11
2016-10-24,18:20:00,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,54.53
2016-10-24,18:40:00,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,50.24
2016-10-24,17:00:00,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,118.01000000000002
2016-10-24,17:20:00,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,117.98
2016-10-24,17:40:00,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,107.47
2016-10-24,18:00:00,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,84.16
2016-10-24,18:20:00,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,85.5
2016-10-24,18:40:00,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,76.76
2016-10-24,17:00:00,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,88.28
2016-10-24,17:20:00,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,87.59
2016-10-24,17:40:00,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,86.42
2016-10-24,18:00:00,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,69.43
2016-10-24,18:20:00,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,64.05
2016-10-24,18:40:00,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,65.44
