tollgate_id,time_window,direction,volume
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,42.410000000000004
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,51.26
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,53.395
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,49.084999999999994
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,48.93
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,44.599999999999994
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,121.30000000000001
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,120.13000000000001
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,123.06
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,127.61
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,115.49
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,106.14
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,116.86
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,113.02
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,122.70000000000002
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,113.42999999999999
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,94.91
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,90.88000000000001
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,164.48
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,168.71
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,159.29000000000002
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,152.1
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,137.68
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,129.82999999999998
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,119.50999999999999
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,125.44999999999999
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,143.75
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,125.96
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,122.08000000000001
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,103.08000000000001
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,44.339999999999996
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,53.709999999999994
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,55.724999999999994
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,51.24
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,58.425000000000004
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,53.495
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,121.88
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,118.9
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,126.02000000000001
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,121.0
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,117.75999999999999
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,105.53
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,115.99
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,107.48
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,118.6
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,115.94000000000001
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,94.36999999999999
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,86.66
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,142.88
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,146.62
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,149.11999999999998
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,141.57
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,130.84
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,120.92999999999999
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,108.9
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,117.01
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,125.6
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,115.06
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,115.42000000000002
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,98.76
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,43.79
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,50.86
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,48.675
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,48.355
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,50.12
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,46.15
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,115.36000000000001
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,113.65000000000002
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,117.71
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,120.13
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,105.48
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,98.09000000000002
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,103.01
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,107.97999999999999
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,112.28500000000001
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,106.78
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,97.88499999999999
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,88.825
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,153.76000000000002
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,152.17
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,147.70999999999998
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,145.97000000000003
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,129.32
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,122.57
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,103.13000000000001
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,114.03999999999999
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,131.13
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,117.14000000000001
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,110.50999999999999
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,101.6
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,35.9
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,44.33
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,49.15
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,46.425000000000004
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,44.345
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,45.864999999999995
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,83.35000000000001
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,86.36
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,98.22999999999999
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,99.7
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,101.12
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,100.08
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,57.099999999999994
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,65.74999999999999
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,64.18
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,65.15
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,60.830000000000005
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,60.300000000000004
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,112.78000000000002
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,114.74000000000001
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,133.42
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,119.79
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,113.97
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,104.89999999999999
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,65.8
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,67.88
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,74.765
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,70.47500000000001
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,59.36
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,57.3
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,30.380000000000003
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,36.47999999999999
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,39.79
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,38.510000000000005
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,36.540000000000006
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,36.43
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,82.6
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,86.84
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,92.5
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,89.57000000000001
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,86.36
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,89.96000000000001
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,48.24
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,57.019999999999996
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,53.605
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,50.435
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,52.5
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,48.519999999999996
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,89.07999999999998
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,94.88000000000001
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,105.77
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,104.42999999999999
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,97.89000000000001
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,93.30999999999999
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,57.800000000000004
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,61.87
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,67.66
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,61.07
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,57.9
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,51.900000000000006
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,44.82
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,51.14
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,51.410000000000004
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,50.12
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,48.379999999999995
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,48.8
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,124.61
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,137.57999999999998
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,131.51000000000002
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,132.82999999999998
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,127.11999999999999
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,126.4
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,123.52
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,122.61
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,125.07
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,118.14
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,109.14
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,95.81
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,182.26999999999998
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,199.61
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,189.25
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,176.67000000000002
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,185.51
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,161.01999999999998
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,133.23
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,137.93
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,148.69
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,140.96
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,112.73
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,102.41999999999999
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,44.77000000000001
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,36.705
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,34.209999999999994
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,28.685
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,29.929999999999996
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,22.34
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,100.82999999999998
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,111.03
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,105.00000000000001
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,71.81
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,69.39999999999999
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,60.96
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,61.910000000000004
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,50.790000000000006
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,48.330000000000005
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,46.46
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,40.27
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,35.25
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,120.13
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,119.05
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,110.10000000000001
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,81.78999999999999
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,75.52
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,66.93
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,86.41999999999999
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,90.28999999999999
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,88.97999999999999
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,70.64999999999999
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,73.7
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,66.03
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,43.4
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,40.515
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,34.23
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,29.944999999999997
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,26.779999999999998
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,21.52
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,85.46
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,89.97
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,95.01
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,66.93
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,68.28
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,60.1
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,56.050000000000004
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,54.370000000000005
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,45.53
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,37.00000000000001
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,36.66
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,33.18
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,105.8
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,103.77000000000001
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,99.41000000000001
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,75.34
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,68.61
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,65.87
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,85.03
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,87.69999999999999
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,85.71
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,67.73
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,60.53
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,70.13
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,42.43000000000001
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,38.625
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,33.400000000000006
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,29.075000000000003
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,25.189999999999998
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,22.939999999999998
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,118.38999999999999
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,105.05
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,109.42999999999999
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,74.51
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,71.59
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,72.01
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,71.54
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,68.75
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,56.62
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,54.809999999999995
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,48.260000000000005
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,40.73
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,123.03
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,124.35999999999999
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,116.39999999999999
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,85.48
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,87.85
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,74.84
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,84.17999999999999
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,89.04999999999998
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,91.4
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,69.9
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,63.6
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,70.00999999999999
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,66.81000000000002
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,62.12
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,56.11999999999999
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,48.89
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,46.519999999999996
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,41.65
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,109.97999999999999
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,111.27999999999999
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,98.11999999999999
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,72.0
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,62.98
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,60.559999999999995
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,91.69
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,86.77
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,87.28999999999999
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,68.72
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,58.24
2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,52.489999999999995
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,126.89000000000001
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,128.45
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,124.0
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,94.67999999999999
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,95.23000000000002
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,77.21
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,85.87
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,90.05000000000001
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,91.58
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,70.88000000000001
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,65.27
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,63.309999999999995
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,49.110000000000014
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,50.184999999999995
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,38.14
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,34.545
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,28.82
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,26.430000000000003
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,96.99
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,106.1
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,100.95
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,72.79
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,70.58
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,58.38999999999999
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,60.03
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,63.769999999999996
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,54.080000000000005
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,50.59
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,43.43
2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,40.31
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,111.38999999999999
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,106.98
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,100.75
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,82.79
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,85.78
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,77.46
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,86.84
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,90.21000000000001
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,91.71000000000001
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,69.5
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,66.21
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,61.09
