intersection_id,tollgate_id,time_window,avg_travel_time,sum_travel_time,avg_travel_flow,route,speed
B,3,2016-07-20 03:20:00,104.71,209.42,0.17451666666666665,B->3,4.555438831057206
B,3,2016-07-20 03:40:00,148.14,148.14,0.12344999999999999,B->3,3.21992709599028
B,3,2016-07-20 04:00:00,113.72,227.43,0.189525,B->3,4.194512838550827
B,3,2016-07-20 04:20:00,129.63,129.63,0.108025,B->3,3.6797037722749364
B,3,2016-07-20 04:40:00,59.88,59.88,0.0499,B->3,7.965931863727454
B,3,2016-07-20 06:00:00,112.36,224.71,0.18725833333333333,B->3,4.245283018867925
B,3,2016-07-20 06:20:00,386.44,386.44,0.32203333333333334,B->3,1.2343442707794223
B,3,2016-07-20 06:40:00,130.59,391.77,0.32647499999999996,B->3,3.6526533425223984
B,3,2016-07-20 07:00:00,122.35,122.35,0.10195833333333333,B->3,3.898651409889661
B,3,2016-07-20 07:20:00,133.2,532.82,0.4440166666666667,B->3,3.5810810810810816
B,3,2016-07-20 07:40:00,137.98,413.93,0.34494166666666665,B->3,3.457022756921293
B,3,2016-07-20 08:00:00,182.66,547.97,0.45664166666666667,B->3,2.6114091755173545
B,3,2016-07-20 08:20:00,127.68,766.1,0.6384166666666666,B->3,3.7359022556390977
B,3,2016-07-20 08:40:00,134.42,1747.51,1.4562583333333334,B->3,3.5485790804939743
B,3,2016-07-20 09:00:00,114.74,229.48,0.19123333333333334,B->3,4.1572250305037475
B,3,2016-07-20 09:20:00,142.06,426.18,0.35515,B->3,3.3577361678164155
B,3,2016-07-20 09:40:00,170.11,680.44,0.5670333333333334,B->3,2.804067956028452
B,3,2016-07-20 10:20:00,146.52,439.55,0.3662916666666667,B->3,3.2555282555282554
B,3,2016-07-20 10:40:00,119.25,596.25,0.496875,B->3,4.0
B,3,2016-07-20 11:00:00,126.27,505.06,0.42088333333333333,B->3,3.777619387027798
B,3,2016-07-20 11:20:00,157.7,473.11,0.3942583333333333,B->3,3.0247305009511734
B,3,2016-07-20 11:40:00,80.52,241.57,0.20130833333333334,B->3,5.923994038748138
B,3,2016-07-20 12:00:00,111.79,670.75,0.5589583333333333,B->3,4.266929063422489
B,3,2016-07-20 12:20:00,47.27,141.8,0.11816666666666667,B->3,10.090966786545376
B,3,2016-07-20 12:40:00,82.82,828.22,0.6901833333333334,B->3,5.759478386863077
B,3,2016-07-20 13:00:00,117.0,467.99,0.3899916666666667,B->3,4.076923076923077
B,3,2016-07-20 13:20:00,65.45,261.79,0.21815833333333334,B->3,7.288006111535523
B,3,2016-07-20 13:40:00,127.1,381.29,0.3177416666666667,B->3,3.7529504327301337
B,3,2016-07-20 14:00:00,95.36,286.09,0.2384083333333333,B->3,5.002097315436242
B,3,2016-07-20 14:40:00,128.78,386.34,0.32194999999999996,B->3,3.70399130299736
B,3,2016-07-20 15:00:00,54.23,108.45,0.090375,B->3,8.795869444956667
B,3,2016-07-20 15:20:00,134.65,403.95,0.336625,B->3,3.5425176383215744
B,3,2016-07-20 15:40:00,174.75,349.5,0.29125,B->3,2.7296137339055795
B,3,2016-07-20 16:00:00,130.69,261.37,0.21780833333333333,B->3,3.6498584436452677
B,3,2016-07-20 16:20:00,98.28,196.56,0.1638,B->3,4.853479853479853
B,3,2016-07-20 16:40:00,98.73,493.67,0.41139166666666666,B->3,4.831358249772106
B,3,2016-07-20 17:00:00,114.94,459.76,0.3831333333333333,B->3,4.149991299808596
B,3,2016-07-20 17:20:00,131.36,919.53,0.7662749999999999,B->3,3.631242387332521
B,3,2016-07-20 17:40:00,134.24,402.73,0.33560833333333334,B->3,3.5533373063170437
B,3,2016-07-20 18:00:00,101.55,507.77,0.42314166666666664,B->3,4.697193500738552
B,3,2016-07-20 18:20:00,113.77,455.07,0.379225,B->3,4.192669420761185
B,3,2016-07-20 18:40:00,89.67,448.34,0.37361666666666665,B->3,5.319504851120776
B,3,2016-07-20 19:00:00,114.53,687.19,0.5726583333333334,B->3,4.164847638173404
B,3,2016-07-20 19:20:00,90.8,363.18,0.30265000000000003,B->3,5.253303964757709
B,3,2016-07-20 19:40:00,103.43,310.29,0.258575,B->3,4.611814753939862
B,3,2016-07-20 20:00:00,91.33,456.67,0.38055833333333333,B->3,5.222818351034709
B,3,2016-07-20 20:20:00,156.44,312.89,0.26074166666666665,B->3,3.0490923037586297
B,3,2016-07-20 20:40:00,78.35,156.71,0.13059166666666666,B->3,6.088066368857691
B,3,2016-07-20 21:00:00,85.88,343.52,0.28626666666666667,B->3,5.554261760596181
B,3,2016-07-20 21:40:00,111.47,334.41,0.278675,B->3,4.279178254238809
B,3,2016-07-20 22:00:00,91.52,183.03,0.152525,B->3,5.211975524475525
B,3,2016-07-20 23:00:00,137.86,137.86,0.11488333333333335,B->3,3.460031916436965
B,3,2016-07-20 23:40:00,112.89,564.43,0.47035833333333327,B->3,4.225352112676056
B,3,2016-07-21 00:00:00,85.0,170.01,0.141675,B->3,5.6117647058823525
B,3,2016-07-21 01:20:00,65.78,131.57,0.10964166666666667,B->3,7.251444207965947
B,3,2016-07-21 04:20:00,393.05,393.05,0.3275416666666667,B->3,1.2135860577534665
B,3,2016-07-21 06:00:00,166.81,333.61,0.27800833333333336,B->3,2.859540794916372
B,3,2016-07-21 06:20:00,136.67,136.67,0.11389166666666665,B->3,3.4901587766152047
B,3,2016-07-21 06:40:00,55.92,55.92,0.0466,B->3,8.530042918454935
B,3,2016-07-21 07:00:00,206.59,206.59,0.17215833333333333,B->3,2.308921051357762
B,3,2016-07-21 07:20:00,113.78,341.35,0.28445833333333337,B->3,4.192300931622429
B,3,2016-07-21 07:40:00,146.58,586.32,0.48860000000000003,B->3,3.2541956610724516
B,3,2016-07-21 08:00:00,107.11,214.23,0.178525,B->3,4.453365698814303
B,3,2016-07-21 10:40:00,180.27,721.06,0.6008833333333333,B->3,2.6460309535696456
B,3,2016-07-21 11:00:00,54.8,164.41,0.13700833333333334,B->3,8.704379562043796
B,3,2016-07-21 11:20:00,108.52,217.04,0.18086666666666665,B->3,4.39550313306303
B,3,2016-07-21 11:40:00,168.37,168.37,0.14030833333333334,B->3,2.83304626714973
B,3,2016-07-21 12:00:00,61.47,61.47,0.051225,B->3,7.759882869692533
B,3,2016-07-21 12:20:00,132.24,661.22,0.5510166666666667,B->3,3.6070780399274045
B,3,2016-07-21 12:40:00,113.74,682.42,0.5686833333333333,B->3,4.193775276947425
B,3,2016-07-21 13:00:00,56.73,56.73,0.047275,B->3,8.408249603384453
B,3,2016-07-21 13:20:00,144.33,288.66,0.24055,B->3,3.304926210766992
B,3,2016-07-21 13:40:00,99.39,496.97,0.4141416666666667,B->3,4.799275581044371
B,3,2016-07-21 14:00:00,103.31,516.53,0.43044166666666667,B->3,4.617171619397928
B,3,2016-07-21 14:20:00,51.84,103.67,0.08639166666666667,B->3,9.201388888888888
B,3,2016-07-21 14:40:00,111.76,447.05,0.37254166666666666,B->3,4.268074445239799
B,3,2016-07-21 15:00:00,114.77,229.54,0.19128333333333333,B->3,4.15613836368389
B,3,2016-07-21 15:20:00,116.49,349.47,0.291225,B->3,4.094772083440639
B,3,2016-07-21 15:40:00,75.82,227.45,0.18954166666666666,B->3,6.291216037984701
B,3,2016-07-21 16:00:00,97.67,293.01,0.244175,B->3,4.883792362035425
B,3,2016-07-21 16:20:00,140.7,422.1,0.35175,B->3,3.3901918976545846
B,3,2016-07-21 16:40:00,115.48,577.38,0.48115,B->3,4.13058538275026
B,3,2016-07-21 17:20:00,125.52,502.08,0.4184,B->3,3.80019120458891
B,3,2016-07-21 17:40:00,110.95,221.89,0.1849083333333333,B->3,4.299233889139252
B,3,2016-07-21 18:00:00,95.16,190.32,0.1586,B->3,5.012610340479193
B,3,2016-07-21 18:20:00,131.44,394.31,0.32859166666666667,B->3,3.629032258064516
B,3,2016-07-21 18:40:00,169.79,339.58,0.2829833333333333,B->3,2.809352729842747
B,3,2016-07-21 19:00:00,105.57,527.84,0.4398666666666667,B->3,4.518329070758739
B,3,2016-07-21 19:20:00,96.17,96.17,0.08014166666666667,B->3,4.9599667255901005
B,3,2016-07-21 19:40:00,119.58,119.58,0.09965,B->3,3.9889613647767184
B,3,2016-07-21 20:00:00,101.77,610.59,0.508825,B->3,4.687039402574433
B,3,2016-07-21 20:20:00,117.65,588.27,0.49022499999999997,B->3,4.054398640033999
B,3,2016-07-21 20:40:00,124.2,372.61,0.31050833333333333,B->3,3.8405797101449273
B,3,2016-07-21 21:00:00,93.9,187.79,0.15649166666666667,B->3,5.079872204472843
B,3,2016-07-21 21:20:00,93.98,93.98,0.07831666666666667,B->3,5.075547988933815
B,3,2016-07-21 22:00:00,105.9,211.8,0.17650000000000002,B->3,4.504249291784702
B,3,2016-07-21 22:20:00,118.73,356.18,0.2968166666666667,B->3,4.017518739998315
B,3,2016-07-21 23:00:00,127.51,382.52,0.31876666666666664,B->3,3.740883067994667
B,3,2016-07-21 23:20:00,86.59,86.59,0.07215833333333334,B->3,5.508719251645687
B,3,2016-07-21 23:40:00,142.16,568.65,0.473875,B->3,3.355374226223973
B,3,2016-07-22 01:00:00,165.66,165.66,0.13805,B->3,2.8793915248098516
B,3,2016-07-22 03:00:00,12.75,12.75,0.010625,B->3,37.411764705882355
B,3,2016-07-22 04:40:00,195.47,390.93,0.325775,B->3,2.440272164526526
B,3,2016-07-22 05:00:00,96.23,96.23,0.08019166666666667,B->3,4.95687415566871
B,3,2016-07-22 05:20:00,154.3,154.3,0.12858333333333336,B->3,3.091380427738172
B,3,2016-07-22 05:40:00,195.81,195.81,0.16317500000000001,B->3,2.4360349318216636
B,3,2016-07-22 06:00:00,189.33,189.33,0.157775,B->3,2.5194105530026936
B,3,2016-07-22 06:20:00,75.94,75.94,0.06328333333333333,B->3,6.2812746905451675
B,3,2016-07-22 06:40:00,72.47,144.95,0.12079166666666666,B->3,6.582033945080723
B,3,2016-07-22 07:00:00,90.79,272.36,0.22696666666666668,B->3,5.253882586187906
B,3,2016-07-22 07:20:00,88.86,177.73,0.14810833333333331,B->3,5.3679945982444295
B,3,2016-07-22 07:40:00,180.59,361.18,0.3009833333333333,B->3,2.6413422670136772
B,3,2016-07-22 08:00:00,126.73,380.18,0.3168166666666667,B->3,3.763907519924248
B,3,2016-07-22 08:20:00,217.6,217.6,0.18133333333333332,B->3,2.1920955882352944
B,3,2016-07-22 08:40:00,121.92,487.7,0.40641666666666665,B->3,3.9124015748031495
B,3,2016-07-22 09:00:00,161.56,969.38,0.8078166666666666,B->3,2.9524634810596684
B,3,2016-07-22 09:20:00,113.62,340.86,0.28405,B->3,4.198204541453969
B,3,2016-07-22 09:40:00,137.22,411.67,0.34305833333333335,B->3,3.4761696545693046
B,3,2016-07-22 10:00:00,133.78,535.11,0.445925,B->3,3.565555389445358
B,3,2016-07-22 10:40:00,215.2,860.82,0.71735,B->3,2.216542750929368
B,3,2016-07-22 11:00:00,112.08,672.51,0.560425,B->3,4.255888650963597
B,3,2016-07-22 11:20:00,99.19,495.94,0.41328333333333334,B->3,4.808952515374534
B,3,2016-07-22 11:40:00,81.48,325.91,0.2715916666666667,B->3,5.8541973490427095
B,3,2016-07-22 12:00:00,124.93,249.86,0.2082166666666667,B->3,3.818138157368126
B,3,2016-07-22 12:20:00,82.83,165.65,0.13804166666666667,B->3,5.758783049619703
B,3,2016-07-22 12:40:00,200.47,1202.85,1.002375,B->3,2.379408390282835
B,3,2016-07-22 13:00:00,101.82,305.46,0.25455,B->3,4.684737772539776
B,3,2016-07-22 13:20:00,69.63,278.53,0.2321083333333333,B->3,6.850495476087894
B,3,2016-07-22 13:40:00,88.79,266.37,0.221975,B->3,5.37222660209483
B,3,2016-07-22 14:00:00,117.05,468.18,0.39015,B->3,4.075181546347714
B,3,2016-07-22 14:20:00,90.71,181.41,0.151175,B->3,5.258516150369309
B,3,2016-07-22 14:40:00,128.29,641.45,0.5345416666666667,B->3,3.7181385922519294
B,3,2016-07-22 15:00:00,129.11,645.55,0.5379583333333333,B->3,3.69452404926032
B,3,2016-07-22 15:20:00,101.98,611.88,0.5099,B->3,4.6773877230829575
B,3,2016-07-22 15:40:00,101.56,710.95,0.5924583333333334,B->3,4.6967309964552975
B,3,2016-07-22 16:00:00,130.6,914.2,0.7618333333333334,B->3,3.6523736600306282
B,3,2016-07-22 16:20:00,113.65,227.3,0.18941666666666668,B->3,4.197096348438187
B,3,2016-07-22 16:40:00,84.49,591.4,0.4928333333333333,B->3,5.6456385371049835
B,3,2016-07-22 17:00:00,115.19,230.37,0.191975,B->3,4.140984460456637
B,3,2016-07-22 17:20:00,136.99,547.95,0.45662500000000006,B->3,3.482005985838382
B,3,2016-07-22 17:40:00,191.51,574.54,0.4787833333333333,B->3,2.490731554488016
B,3,2016-07-22 18:00:00,105.54,633.25,0.5277083333333333,B->3,4.519613416714042
B,3,2016-07-22 18:20:00,82.42,576.96,0.4808,B->3,5.787430235379762
B,3,2016-07-22 18:40:00,91.96,735.65,0.6130416666666666,B->3,5.187037842540235
B,3,2016-07-22 19:00:00,111.78,335.35,0.27945833333333336,B->3,4.26731078904992
B,3,2016-07-22 19:20:00,113.59,227.18,0.18931666666666666,B->3,4.199313319834492
B,3,2016-07-22 19:40:00,125.72,251.43,0.20952500000000002,B->3,3.7941457206490616
B,3,2016-07-22 20:00:00,137.06,274.13,0.22844166666666665,B->3,3.480227637531008
B,3,2016-07-22 20:20:00,143.25,286.5,0.23875,B->3,3.329842931937173
B,3,2016-07-22 20:40:00,109.69,329.07,0.274225,B->3,4.34861883489835
B,3,2016-07-22 21:00:00,83.7,83.7,0.06975,B->3,5.698924731182795
B,3,2016-07-22 21:40:00,141.53,283.05,0.235875,B->3,3.3703101815869427
B,3,2016-07-22 22:00:00,118.16,472.66,0.39388333333333336,B->3,4.036899119837509
B,3,2016-07-22 22:20:00,66.34,66.34,0.05528333333333334,B->3,7.19023213747362
B,3,2016-07-22 22:40:00,118.93,237.86,0.19821666666666668,B->3,4.01076263348188
B,3,2016-07-22 23:00:00,62.51,62.51,0.05209166666666667,B->3,7.630779075347944
B,3,2016-07-22 23:20:00,154.56,154.56,0.1288,B->3,3.0861801242236027
B,3,2016-07-22 23:40:00,136.23,136.23,0.11352499999999999,B->3,3.5014314027747195
B,3,2016-07-23 00:20:00,141.81,283.63,0.23635833333333334,B->3,3.3636555955151257
B,3,2016-07-23 00:40:00,129.47,647.37,0.539475,B->3,3.6842511778790454
B,3,2016-07-23 01:20:00,175.45,175.45,0.14620833333333333,B->3,2.718723282986606
B,3,2016-07-23 01:40:00,129.42,258.83,0.21569166666666664,B->3,3.6856745479833104
B,3,2016-07-23 02:40:00,140.77,281.54,0.2346166666666667,B->3,3.3885060737373016
B,3,2016-07-23 03:40:00,115.58,231.15,0.19262500000000002,B->3,4.127011593701332
B,3,2016-07-23 04:40:00,133.78,267.57,0.222975,B->3,3.565555389445358
B,3,2016-07-23 05:20:00,162.52,162.52,0.13543333333333335,B->3,2.935023381737632
B,3,2016-07-23 06:00:00,46.66,93.32,0.07776666666666666,B->3,10.222888984140592
B,3,2016-07-23 06:20:00,95.37,95.37,0.079475,B->3,5.001572821642026
B,3,2016-07-23 06:40:00,161.2,161.2,0.13433333333333333,B->3,2.9590570719602978
B,3,2016-07-23 07:00:00,130.15,520.59,0.433825,B->3,3.6650019208605453
B,3,2016-07-23 07:20:00,63.18,189.53,0.15794166666666667,B->3,7.54985754985755
B,3,2016-07-23 07:40:00,100.59,502.94,0.41911666666666664,B->3,4.742022069788249
B,3,2016-07-23 08:00:00,157.78,473.35,0.39445833333333336,B->3,3.0231968563823046
B,3,2016-07-23 08:20:00,60.5,121.0,0.10083333333333333,B->3,7.884297520661157
B,3,2016-07-23 08:40:00,92.48,184.97,0.15414166666666668,B->3,5.157871972318339
B,3,2016-07-23 09:00:00,153.16,918.99,0.765825,B->3,3.1143901802037086
B,3,2016-07-23 09:20:00,144.09,720.47,0.6003916666666667,B->3,3.310430980637102
B,3,2016-07-23 10:00:00,125.13,1126.18,0.9384833333333333,B->3,3.8120354830975787
B,3,2016-07-23 10:20:00,141.22,141.22,0.11768333333333333,B->3,3.3777085398668745
B,3,2016-07-23 10:40:00,132.74,398.21,0.33184166666666665,B->3,3.5934910351062226
B,3,2016-07-23 11:00:00,151.06,755.29,0.6294083333333333,B->3,3.1576856878061696
B,3,2016-07-23 11:20:00,94.56,189.12,0.1576,B->3,5.0444162436548226
B,3,2016-07-23 11:40:00,111.91,671.48,0.5595666666666667,B->3,4.262353677061925
B,3,2016-07-23 12:00:00,101.03,303.1,0.2525833333333333,B->3,4.721369890131644
B,3,2016-07-23 12:20:00,79.68,239.03,0.19919166666666666,B->3,5.986445783132529
B,3,2016-07-23 12:40:00,98.16,588.94,0.4907833333333334,B->3,4.859413202933985
B,3,2016-07-23 13:00:00,139.54,558.16,0.4651333333333333,B->3,3.418374659595815
B,3,2016-07-23 13:20:00,101.43,405.71,0.3380916666666666,B->3,4.702750665483585
B,3,2016-07-23 13:40:00,123.31,739.83,0.616525,B->3,3.8682994079961075
B,3,2016-07-23 14:00:00,112.96,903.66,0.75305,B->3,4.222733711048159
B,3,2016-07-23 14:20:00,137.47,687.35,0.5727916666666667,B->3,3.469847966829126
B,3,2016-07-23 14:40:00,139.25,557.02,0.46418333333333334,B->3,3.4254937163375225
B,3,2016-07-23 15:00:00,106.79,320.36,0.2669666666666667,B->3,4.466710366139151
B,3,2016-07-23 15:20:00,135.79,271.58,0.22631666666666667,B->3,3.512777082259371
B,3,2016-07-23 15:40:00,116.87,701.21,0.5843416666666666,B->3,4.081458030290066
B,3,2016-07-23 16:00:00,150.85,603.39,0.502825,B->3,3.162081537951608
B,3,2016-07-23 16:20:00,145.74,874.46,0.7287166666666667,B->3,3.2729518320296416
B,3,2016-07-23 16:40:00,120.62,482.48,0.4020666666666667,B->3,3.954568064997513
B,3,2016-07-23 17:00:00,116.16,348.49,0.2904083333333333,B->3,4.106404958677686
B,3,2016-07-23 17:20:00,122.16,488.64,0.4072,B->3,3.904715127701375
B,3,2016-07-23 17:40:00,124.94,374.82,0.31235,B->3,3.817832559628622
B,3,2016-07-23 18:00:00,140.63,562.54,0.46878333333333333,B->3,3.3918793998435612
B,3,2016-07-23 18:20:00,63.35,63.35,0.05279166666666667,B->3,7.529597474348855
B,3,2016-07-23 18:40:00,126.81,380.43,0.317025,B->3,3.7615330021291697
B,3,2016-07-23 19:00:00,103.21,206.42,0.17201666666666665,B->3,4.62164518941963
B,3,2016-07-23 19:20:00,78.76,236.28,0.1969,B->3,6.056373793803961
B,3,2016-07-23 19:40:00,189.6,947.98,0.7899833333333334,B->3,2.5158227848101267
B,3,2016-07-23 20:00:00,199.56,199.56,0.1663,B->3,2.3902585688514733
B,3,2016-07-23 20:20:00,140.22,420.65,0.35054166666666664,B->3,3.4017971758664953
B,3,2016-07-23 20:40:00,89.31,625.17,0.520975,B->3,5.340947262344642
B,3,2016-07-23 21:00:00,110.15,550.74,0.45895,B->3,4.330458465728552
B,3,2016-07-23 21:20:00,102.53,922.79,0.7689916666666666,B->3,4.652296888715498
B,3,2016-07-23 21:40:00,142.98,857.88,0.7149,B->3,3.336130927402434
B,3,2016-07-23 22:00:00,95.51,382.05,0.318375,B->3,4.994241440686839
B,3,2016-07-23 22:20:00,125.84,377.51,0.31459166666666666,B->3,3.7905276541640176
B,3,2016-07-23 22:40:00,99.16,396.64,0.33053333333333335,B->3,4.810407422347721
B,3,2016-07-23 23:00:00,107.84,862.75,0.7189583333333334,B->3,4.423219584569733
B,3,2016-07-23 23:20:00,137.87,551.47,0.45955833333333335,B->3,3.4597809530717343
B,3,2016-07-23 23:40:00,143.38,430.15,0.3584583333333333,B->3,3.3268238248012274
B,3,2016-07-24 00:00:00,120.79,1087.09,0.9059083333333333,B->3,3.9490024008609983
B,3,2016-07-24 00:40:00,70.16,140.31,0.116925,B->3,6.798745724059294
B,3,2016-07-24 01:00:00,153.09,459.28,0.3827333333333333,B->3,3.115814226925338
B,3,2016-07-24 01:20:00,175.41,175.41,0.146175,B->3,2.719343252950231
B,3,2016-07-24 01:40:00,94.39,94.39,0.07865833333333333,B->3,5.0535014302362535
B,3,2016-07-24 02:20:00,72.42,217.27,0.18105833333333335,B->3,6.586578293289146
B,3,2016-07-24 02:40:00,123.95,371.85,0.309875,B->3,3.8483259378781765
B,3,2016-07-24 03:00:00,87.88,263.63,0.21969166666666667,B->3,5.4278561675011385
B,3,2016-07-24 03:20:00,107.02,535.08,0.4459,B->3,4.457110820407401
B,3,2016-07-24 03:40:00,105.51,105.51,0.087925,B->3,4.520898493033836
B,3,2016-07-24 04:00:00,110.32,551.6,0.45966666666666667,B->3,4.323785351704133
B,3,2016-07-24 04:20:00,124.14,372.42,0.31035,B->3,3.8424359594006767
B,3,2016-07-24 04:40:00,107.53,215.06,0.17921666666666666,B->3,4.435971356830652
B,3,2016-07-24 05:00:00,121.83,121.83,0.101525,B->3,3.915291800049249
B,3,2016-07-24 06:00:00,62.89,62.89,0.052408333333333335,B->3,7.584671648910796
B,3,2016-07-24 06:20:00,102.01,102.01,0.08500833333333334,B->3,4.676012155671012
B,3,2016-07-24 06:40:00,144.59,289.17,0.24097500000000002,B->3,3.2989833321806485
B,3,2016-07-24 07:00:00,70.05,70.05,0.058374999999999996,B->3,6.809421841541756
B,3,2016-07-24 07:20:00,106.57,319.72,0.26643333333333336,B->3,4.475931312752182
B,3,2016-07-24 07:40:00,115.18,806.25,0.671875,B->3,4.141343983330439
B,3,2016-07-24 08:00:00,36.31,36.31,0.030258333333333335,B->3,13.13687689341779
B,3,2016-07-24 08:20:00,149.99,449.96,0.37496666666666667,B->3,3.1802120141342756
B,3,2016-07-24 08:40:00,16.61,16.61,0.013841666666666667,B->3,28.71763997591812
B,3,2016-07-24 09:00:00,98.77,790.16,0.6584666666666666,B->3,4.829401640174142
B,3,2016-07-24 09:20:00,101.02,606.13,0.5051083333333334,B->3,4.721837259948526
